26-Jul-2005,14465.92,13564.37,14065.36,,449.94,421.90,437.48,
26-Jun-2005,14174.10,13428.86,13683.84,,440.86,417.68,425.62,
27-May-2005,14271.85,13297.52,14131.80,,443.90,413.60,439.55,
27-Apr-2005,14112.64,13393.12,13434.68,,438.95,416.57,417.87,
28-Mar-2005,14068.57,13567.03,14043.39,,437.58,421.98,436.80,
26-Feb-2005,14376.14,13639.91,13688.13,,447.15,424.25,425.75,
27-Jan-2005,14040.16,13197.58,13989.67,,436.70,410.49,435.13,
28-Dec-2004,14318.79,13406.49,13714.39,,445.36,416.99,426.57,
28-Nov-2004,14686.92,13872.73,14305.95,,456.81,431.49,444.96,
29-Oct-2004,14614.33,13423.73,14514.13,,454.56,417.52,451.44,
29-Sep-2004,13848.60,13152.04,13638.03,,430.74,409.07,424.19,
30-Aug-2004,13281.69,12699.15,13267.13,,413.11,394.99,412.65,
31-Jul-2004,13313.30,12511.19,12980.97,,414.09,389.14,403.75,
01-Jul-2004,13154.27,12390.85,12573.06,,409.14,385.40,391.07,
01-Jun-2004,13020.74,12571.20,12658.27,,404.99,391.01,393.72,
02-May-2004,12737.40,12006.99,12713.72,,396.18,373.46,395.44,
02-Apr-2004,13785.53,12348.32,12505.81,,428.78,384.08,388.97,
03-Mar-2004,13883.98,12495.60,13751.91,,431.84,388.66,427.73,
02-Feb-2004,13411.12,12569.26,12644.56,,417.13,390.95,393.29,
03-Jan-2004,13348.64,12757.96,12932.87,,415.19,396.82,402.26,
04-Dec-2003,13181.50,12917.87,13125.24,,409.99,401.79,408.24,
04-Nov-2003,12966.10,12149.49,12917.87,,403.29,377.89,401.79,
05-Oct-2003,12570.65,11903.54,12321.49,,390.99,370.24,383.24,
05-Sep-2003,12597.98,11919.61,12353.64,,391.84,370.74,384.24,
06-Aug-2003,12099.65,11201.06,11919.61,,376.34,348.39,370.74,
07-Jul-2003,11754.04,11011.38,11201.06,,365.59,342.49,348.39,
07-Jun-2003,11670.45,11043.53,11294.30,,362.99,343.49,351.29,
08-May-2003,11971.05,10976.01,11670.45,,372.34,341.39,362.99,
08-Apr-2003,11027.45,10284.79,10990.48,,342.99,319.89,341.84,
09-Mar-2003,11395.57,10279.96,10284.79,,354.44,319.74,319.89,
07-Feb-2003,12081.97,11062.82,11276.61,,375.79,344.09,350.74,
08-Jan-2003,12377.75,11148.01,12081.97,,384.99,346.74,375.79,
09-Dec-2002,11448.62,10387.67,11220.35,,356.09,323.09,348.99,
09-Nov-2002,10472.86,10173.87,10472.86,,325.74,316.44,325.74,
10-Oct-2002,10369.98,9990.61,10342.66,,322.54,310.74,321.69,
10-Sep-2002,10490.55,10136.90,10267.10,,326.29,315.29,319.34,
11-Aug-2002,10368.38,9818.61,10368.38,,322.49,305.39,322.49,
12-Jul-2002,10416.60,9665.90,10061.34,,323.99,300.64,312.94,
12-Jun-2002,10493.76,9985.79,10099.92,,326.39,310.59,314.14,
13-May-2002,10521.09,9886.13,10185.12,,327.24,307.49,316.79,
13-Apr-2002,10051.70,9572.66,10003.47,,312.64,297.74,311.14,
14-Mar-2002,9804.14,9333.15,9656.25,,304.94,290.29,300.34,
12-Feb-2002,9657.86,9296.17,9424.77,,300.39,289.14,293.14,
13-Jan-2002,9808.97,8931.27,9572.66,,305.09,277.79,297.74,
14-Dec-2001,9227.05,8820.35,9186.86,,286.99,274.34,285.74,
14-Nov-2001,8945.74,8751.23,8820.35,,278.24,272.19,274.34,
15-Oct-2001,9122.56,8838.04,8889.48,,283.74,274.89,276.49,
15-Sep-2001,9427.99,9059.87,9059.87,,293.24,281.79,281.79,
16-Aug-2001,9227.05,8714.26,9186.86,,286.99,271.04,285.74,
17-Jul-2001,8884.65,8537.43,8852.50,,276.34,265.54,275.34,
17-Jun-2001,8873.40,8522.97,8624.24,,275.99,265.09,268.24,
18-May-2001,9363.69,8532.61,8751.23,,291.24,265.39,272.19,
18-Apr-2001,8809.10,8322.03,8809.10,,273.99,258.84,273.99,
19-Mar-2001,8450.63,8228.79,8376.68,,262.84,255.94,260.54,
17-Feb-2001,8760.88,8238.44,8381.51,,272.49,256.24,260.69,
18-Jan-2001,8616.20,8252.91,8277.02,,267.99,256.69,257.44,
19-Dec-2000,8842.86,8458.67,8471.53,,275.04,263.09,263.49,
19-Nov-2000,8844.47,8527.79,8686.93,,275.09,265.24,270.19,
20-Oct-2000,8728.73,8481.17,8527.79,,271.49,263.79,265.24,
20-Sep-2000,8911.98,8664.43,8690.15,,277.19,269.49,270.29,
21-Aug-2000,8905.55,8739.98,8739.98,,276.99,271.84,271.84,
22-Jul-2000,9008.43,8744.80,8860.54,,280.19,271.99,275.59,
22-Jun-2000,9350.83,8934.49,8979.50,,290.84,277.89,279.29,
23-May-2000,9419.95,8694.97,9196.51,,292.99,270.44,286.04,
23-Apr-2000,9026.11,8760.88,8809.10,,280.74,272.49,273.99,
24-Mar-2000,9159.54,8865.36,8997.18,,284.89,275.74,279.84,
23-Feb-2000,9813.79,9127.39,9154.71,,305.24,283.89,284.74,
24-Jan-2000,10178.69,9098.45,9717.34,,316.59,282.99,302.24,
25-Dec-1999,9352.44,8982.71,9251.16,,290.89,279.39,287.74,
25-Nov-1999,9596.78,8876.62,9252.77,,298.49,276.09,287.79,
26-Oct-1999,9709.30,9267.24,9564.63,,301.99,288.24,297.49,
26-Sep-1999,10488.94,8680.50,9709.30,,326.24,269.99,301.99,
27-Aug-1999,8680.50,8138.77,8680.50,,269.99,253.14,269.99,
28-Jul-1999,8407.23,8129.13,8138.77,,261.49,252.84,253.14,
28-Jun-1999,8458.67,8127.52,8185.39,,263.09,252.79,254.59,
29-May-1999,8635.49,8299.52,8381.51,,268.59,258.14,260.69,
29-Apr-1999,9262.42,8624.24,8635.49,,288.09,268.24,268.59,
30-Mar-1999,9151.50,8873.40,8873.40,,284.64,275.99,275.99,
28-Feb-1999,9452.10,8995.57,9006.82,,293.99,279.79,280.14,
29-Jan-1999,9325.11,9116.13,9228.66,,290.04,283.54,287.04,
30-Dec-1998,9368.51,9075.95,9116.13,,291.39,282.29,283.54,
30-Nov-1998,9521.22,9188.47,9225.44,,296.14,285.79,286.94,
31-Oct-1998,9575.88,9278.49,9521.22,,297.84,288.59,296.14,
01-Oct-1998,9720.55,9362.08,9397.45,,302.34,291.19,292.29,
01-Sep-1998,9583.92,8789.81,9447.28,,298.09,273.39,293.84,
02-Aug-1998,9286.53,8789.81,8789.81,,288.84,273.39,273.39,
03-Jul-1998,9490.68,9286.53,9286.53,,295.19,288.84,288.84,
03-Jun-1998,9572.66,9190.08,9453.71,,297.74,285.84,294.04,
04-May-1998,9866.84,9283.31,9370.12,,306.89,288.74,291.44,
04-Apr-1998,10114.39,9837.90,9866.84,,314.59,305.99,306.89,
05-Mar-1998,9837.90,9294.57,9837.90,,305.99,289.09,305.99,
03-Feb-1998,9696.44,9368.51,9540.51,,301.59,291.39,296.74,
04-Jan-1998,9800.93,8953.78,9693.23,,304.84,278.49,301.49,
05-Dec-1997,9519.62,9098.45,9259.20,,296.09,282.99,287.99,
05-Nov-1997,10138.50,9302.60,9302.60,,315.34,289.34,289.34,
06-Oct-1997,10742.92,9979.36,10138.50,,334.14,310.39,315.34,
06-Sep-1997,10839.37,10286.39,10664.16,,337.14,319.94,331.69,
07-Aug-1997,10564.49,10254.24,10328.19,,328.59,318.94,321.24,
08-Jul-1997,10553.24,10151.36,10267.10,,328.24,315.74,319.34,
08-Jun-1997,11067.64,10223.70,10223.70,,344.24,317.99,317.99,
09-May-1997,11223.57,10953.51,11059.60,,349.09,340.69,343.99,
09-Apr-1997,11223.57,10897.24,11051.56,,349.09,338.94,343.74,
10-Mar-1997,11353.77,11125.51,11223.57,,353.14,346.04,349.09,
08-Feb-1997,11643.12,10831.34,11262.15,,362.14,336.89,350.29,
09-Jan-1997,11561.14,10922.96,10922.96,,359.59,339.74,339.74,
10-Dec-1996,11882.64,11438.97,11464.69,,369.59,355.79,356.59,
10-Nov-1996,12332.74,11811.91,11863.35,,383.59,367.39,368.99,
11-Oct-1996,12343.99,12126.98,12157.52,,383.94,377.19,378.14,
11-Sep-1996,12329.53,12122.16,12273.26,,383.49,377.04,381.74,
12-Aug-1996,12506.35,12295.77,12316.67,,388.99,382.44,383.09,
13-Jul-1996,12530.46,12305.41,12458.13,,389.74,382.74,387.49,
13-Jun-1996,12419.55,12236.29,12332.74,,386.29,380.59,383.59,
