30-Jan-2016,36890.89,35874.61,36858.18,,1147.43,1115.83,1146.42,
31-Dec-2015,36268.53,34043.94,35951.61,,1128.08,1058.88,1118.22,
01-Dec-2015,35007.82,33645.60,34143.45,,1088.86,1046.50,1061.98,
01-Nov-2015,36747.02,33855.94,34219.00,,1142.96,1053.04,1064.33,
02-Oct-2015,38288.97,35537.94,36717.92,,1190.92,1105.35,1142.05,
02-Sep-2015,37177.64,35350.39,35810.90,,1156.35,1099.52,1113.84,
03-Aug-2015,37601.18,34761.23,36618.82,,1169.53,1081.20,1138.97,
04-Jul-2015,37777.37,34648.30,35153.47,,1175.01,1077.68,1093.40,
04-Jun-2015,38762.47,37219.47,37571.68,,1205.65,1157.65,1168.61,
05-May-2015,39619.20,37907.58,38122.59,,1232.29,1179.06,1185.75,
05-Apr-2015,39361.68,37633.90,38212.53,,1224.29,1170.55,1188.54,
06-Mar-2015,39205.34,36753.53,38665.13,,1219.42,1143.16,1202.62,
04-Feb-2015,40961.74,38285.75,38590.14,,1274.05,1190.82,1200.29,
05-Jan-2015,42008.89,38050.41,40562.99,,1306.62,1183.50,1261.65,
06-Dec-2014,39809.05,37589.05,38050.41,,1238.20,1169.15,1183.50,
06-Nov-2014,39259.28,36751.52,38333.34,,1221.10,1143.10,1192.30,
07-Oct-2014,40351.12,36592.05,36767.43,,1255.06,1138.14,1143.59,
07-Sep-2014,40889.48,38045.26,38795.66,,1271.80,1183.34,1206.68,
08-Aug-2014,42521.02,40426.35,40796.78,,1322.55,1257.40,1268.92,
09-Jul-2014,43241.95,41175.04,42158.95,,1344.97,1280.69,1311.29,
09-Jun-2014,42835.56,40201.45,42380.99,,1332.33,1250.40,1318.20,
10-May-2014,42083.37,39904.98,40323.59,,1308.94,1241.18,1254.20,
10-Apr-2014,42792.73,40797.57,41436.20,,1331.00,1268.95,1288.81,
11-Mar-2014,44762.18,41087.25,42156.23,,1392.26,1277.96,1311.21,
09-Feb-2014,43558.10,40680.15,43099.54,,1354.81,1265.29,1340.55,
10-Jan-2014,41102.82,39471.17,40743.03,,1278.44,1227.69,1267.25,
11-Dec-2013,40607.76,38074.12,39514.78,,1263.04,1184.24,1229.05,
11-Nov-2013,41611.91,38966.30,40553.42,,1294.28,1211.99,1261.35,
12-Oct-2013,43785.62,40257.56,41395.37,,1361.89,1252.15,1287.54,
12-Sep-2013,44212.42,40609.45,40941.47,,1375.16,1263.10,1273.42,
13-Aug-2013,46096.29,42327.42,43893.32,,1433.75,1316.53,1365.23,
14-Jul-2013,43356.09,40856.53,42868.36,,1348.53,1270.78,1333.36,
14-Jun-2013,44764.77,37975.02,41363.11,,1392.34,1181.16,1286.54,
15-May-2013,45988.29,43051.54,44562.74,,1430.40,1339.05,1386.06,
15-Apr-2013,48087.77,42513.05,45988.29,,1495.70,1322.30,1430.40,
16-Mar-2013,51980.75,47543.90,47914.03,,1616.78,1478.78,1490.29,
14-Feb-2013,53038.02,50045.66,51191.48,,1649.67,1556.59,1592.23,
15-Jan-2013,54530.89,52775.90,52834.70,,1696.10,1641.51,1643.34,
16-Dec-2012,54768.49,52367.15,53646.23,,1703.49,1628.80,1668.58,
16-Nov-2012,56397.52,54191.88,54528.65,,1754.16,1685.56,1696.03,
17-Oct-2012,56379.10,53789.52,55167.91,,1753.59,1673.04,1715.91,
17-Sep-2012,57746.10,55611.93,56255.90,,1796.10,1729.72,1749.75,
18-Aug-2012,57158.64,51794.79,57059.16,,1777.83,1611.00,1774.74,
19-Jul-2012,52386.54,50280.65,51952.63,,1629.40,1563.90,1615.91,
19-Jun-2012,52505.81,49793.16,50608.09,,1633.11,1548.74,1574.09,
20-May-2012,52746.34,49308.69,52350.38,,1640.59,1533.67,1628.28,
20-Apr-2012,53745.35,49118.53,51205.63,,1671.67,1527.76,1592.67,
21-Mar-2012,54526.34,51862.43,52789.66,,1695.96,1613.10,1641.94,
20-Feb-2012,57565.09,52567.34,53052.48,,1790.47,1635.03,1650.12,
21-Jan-2012,56678.52,53063.47,55733.18,,1762.90,1650.46,1733.50,
22-Dec-2011,53675.68,48968.25,53596.30,,1669.50,1523.08,1667.03,
22-Nov-2011,56599.00,50296.87,51854.39,,1760.43,1564.41,1612.85,
23-Oct-2011,57963.13,52612.38,53971.33,,1802.85,1636.43,1678.70,
23-Sep-2011,56432.86,49441.00,52788.37,,1755.26,1537.79,1641.90,
24-Aug-2011,61757.25,54797.42,56012.51,,1920.87,1704.39,1742.18,
25-Jul-2011,61473.48,51586.19,59082.89,,1912.04,1604.51,1837.68,
25-Jun-2011,52201.91,47584.09,51971.26,,1623.66,1480.03,1616.49,
26-May-2011,50098.20,48203.95,48289.30,,1558.23,1499.31,1501.97,
26-Apr-2011,50684.46,47041.73,49077.12,,1576.46,1463.16,1526.47,
27-Mar-2011,48824.35,45373.10,48443.89,,1518.61,1411.26,1506.77,
25-Feb-2011,46538.95,44491.26,45975.46,,1447.52,1383.83,1430.00,
26-Jan-2011,45604.16,42078.75,45130.71,,1418.45,1308.80,1403.72,
27-Dec-2010,45766.01,42546.29,42836.60,,1423.48,1323.34,1332.37,
27-Nov-2010,45987.32,43537.58,44187.81,,1430.37,1354.17,1374.39,
28-Oct-2010,45781.70,42560.38,43857.42,,1423.97,1323.78,1364.12,
28-Sep-2010,44597.35,41351.17,42687.01,,1387.13,1286.17,1327.71,
29-Aug-2010,41804.65,39631.81,41577.02,,1300.27,1232.69,1293.19,
30-Jul-2010,40005.78,37496.06,39812.63,,1244.32,1166.26,1238.31,
30-Jun-2010,40101.50,37231.08,37555.35,,1247.30,1158.02,1168.10,
31-May-2010,40597.35,38494.52,39901.72,,1262.72,1197.31,1241.08,
01-May-2010,40178.60,37242.56,38933.61,,1249.69,1158.37,1210.97,
01-Apr-2010,37996.46,35755.59,37920.93,,1181.82,1112.12,1179.47,
02-Mar-2010,36818.54,34903.96,35787.26,,1145.18,1085.63,1113.11,
31-Jan-2010,36372.58,33620.57,35956.68,,1131.31,1045.72,1118.38,
01-Jan-2010,37371.11,34554.72,34770.23,,1162.37,1074.77,1081.48,
02-Dec-2009,39444.79,34575.37,35286.23,,1226.87,1075.41,1097.52,
02-Nov-2009,38637.80,33529.20,38473.89,,1201.77,1042.87,1196.67,
03-Oct-2009,34419.55,32214.54,33529.20,,1070.57,1001.98,1042.87,
03-Sep-2009,32918.98,31340.91,32242.11,,1023.89,974.81,1002.84,
04-Aug-2009,31531.48,29990.81,31402.81,,980.74,932.82,976.74,
05-Jul-2009,30946.80,29112.57,30745.14,,962.55,905.50,956.28,
05-Jun-2009,31552.80,29387.17,29987.75,,981.40,914.04,932.72,
06-May-2009,31816.43,28816.64,31451.08,,989.60,896.30,978.24,
06-Apr-2009,29528.81,27823.91,28859.08,,918.45,865.42,897.62,
07-Mar-2009,31081.48,28439.74,28699.04,,966.74,884.57,892.64,
05-Feb-2009,32317.28,28656.11,30204.04,,1005.18,891.30,939.45,
06-Jan-2009,29876.09,25830.82,29116.97,,929.25,803.43,905.64,
07-Dec-2008,28622.17,24293.04,27554.23,,890.25,755.60,857.03,
07-Nov-2008,26666.71,22534.70,24313.52,,829.43,700.91,756.24,
08-Oct-2008,29913.96,21956.54,23551.88,,930.43,682.92,732.55,
08-Sep-2008,29712.16,23686.63,28582.77,,924.15,736.74,889.02,
09-Aug-2008,27841.40,24911.12,26131.95,,865.96,774.82,812.79,
10-Jul-2008,31754.75,27377.23,27538.81,,987.68,851.53,856.55,
10-Jun-2008,30425.75,27605.67,29861.74,,946.35,858.63,928.80,
11-May-2008,30072.71,27665.09,28729.24,,935.37,860.48,893.58,
11-Apr-2008,30634.43,27206.71,28455.97,,952.84,846.22,885.08,
12-Mar-2008,33189.62,28124.01,29849.47,,1032.31,874.75,928.42,
11-Feb-2008,31908.27,28845.75,31270.56,,992.46,897.20,972.62,
12-Jan-2008,30117.65,27312.60,29594.22,,936.76,849.52,920.48,
13-Dec-2007,28868.54,25250.09,28803.99,,897.91,785.37,895.90,
13-Nov-2007,26901.03,24857.27,26099.62,,836.72,773.15,811.79,
14-Oct-2007,27182.14,23980.53,25445.55,,845.46,745.88,791.45,
14-Sep-2007,24240.16,22645.49,24123.91,,753.95,704.35,750.34,
15-Aug-2007,23010.98,20687.05,22724.78,,715.72,643.44,706.82,
16-Jul-2007,22089.26,21156.66,21542.09,,687.05,658.05,670.03,
16-Jun-2007,21518.12,20585.52,21455.18,,669.29,640.28,667.33,
17-May-2007,21675.48,20713.94,21084.93,,674.18,644.28,655.81,
17-Apr-2007,22304.84,21229.00,21298.72,,693.76,660.30,662.46,
18-Mar-2007,22234.46,20922.32,22205.52,,691.57,650.76,690.67,
16-Feb-2007,22142.81,20343.48,21028.07,,688.72,632.75,654.05,
17-Jan-2007,21629.74,19958.37,21498.71,,672.76,620.77,668.68,
18-Dec-2006,20720.68,19416.78,20077.35,,644.49,603.93,624.48,
18-Nov-2006,20903.73,19743.12,19801.19,,650.18,614.08,615.89,
19-Oct-2006,20474.72,18451.59,19990.87,,636.83,573.91,621.79,
19-Sep-2006,19512.84,18005.21,19041.14,,606.92,560.02,592.25,
20-Aug-2006,20592.86,18360.97,18899.88,,640.51,571.09,587.85,
21-Jul-2006,21104.28,19382.47,19710.00,,656.42,602.86,613.05,
21-Jun-2006,21749.27,18362.89,20171.41,,676.48,571.15,627.40,
22-May-2006,21684.89,17459.47,18600.68,,674.48,543.05,578.55,
22-Apr-2006,23458.63,19922.45,21143.95,,729.64,619.66,657.65,
23-Mar-2006,20749.39,17530.39,20374.46,,645.38,545.26,633.72,
21-Feb-2006,18342.68,17217.75,17711.23,,570.52,535.53,550.88,
22-Jan-2006,18479.60,17243.76,17876.40,,574.78,536.34,556.02,
23-Dec-2005,18244.62,16084.06,17806.48,,567.47,500.27,553.84,
23-Nov-2005,17370.04,15677.36,16209.33,,540.27,487.62,504.17,
24-Oct-2005,15905.59,14657.80,15853.37,,494.72,455.91,493.09,
24-Sep-2005,15441.95,14751.12,15022.69,,480.30,458.81,467.26,
25-Aug-2005,15261.79,13798.08,14913.38,,474.69,429.17,463.86,
